state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,new_votes_formatted,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count
Alaska (EV: 3),17:31.5,Trump,Biden,173233,138070,35163,40812,0,0,0,0,0,441,441,0.950015285,0,0.631833333,{},325194
Alaska (EV: 3),58:29.5,Trump,Biden,173233,138070,35163,40812,13161,11116,"11,116",0.384940626,0.615059374,441,441,0.950015285,0.084979147,0.631833333,{},325194
Alaska (EV: 3),28:29.7,Trump,Biden,168954,131233,37721,53973,25245,24451,"24,451",0.358308454,0.641691546,441,441,0.865036139,0.070643591,0.622466667,{},312033
Alaska (EV: 3),47:02.3,Trump,Biden,160193,115543,44650,79218,25805,25032,"25,032",0.462168424,0.537831576,441,441,0.794392548,0.062915195,0.536633333,"{'ED 13': 335, 'ED 14': 5505, 'ED 15': 347, 'ED 2': 1, 'ED 22': 1, 'ED 23': 223, 'ED 25': 253, 'ED 26': 3486, 'ED 27': 3444, 'ED 3': 277, 'ED 30': 4995, 'ED 32': 36, 'ED 33': 500, 'ED 35': 5343, 'ED 39': 10, 'ED 40': 12, 'ED 5': 259, 'ED 6': 554, 'ED 9': 224}",286788
Alaska (EV: 3),51:34.7,Trump,Biden,148624,102080,46544,105023,0,0,0,0,0,441,441,0.731477352,0,0.5444,{},260983
Alaska (EV: 3),19:23.9,Trump,Biden,148624,102080,46544,105023,20749,19943,"19,943",0.469337612,0.530662388,441,441,0.731477352,0.033108618,0.5444,"{'ED 1': 348, 'ED 11': 1428, 'ED 13': 147, 'ED 14': 156, 'ED 15': 238, 'ED 16': 380, 'ED 17': 449, 'ED 18': 190, 'ED 19': 1546, 'ED 2': 645, 'ED 20': 432, 'ED 21': 10, 'ED 22': 386, 'ED 23': 439, 'ED 24': 480, 'ED 25': 1191, 'ED 28': 453, 'ED 29': 1073, 'ED 30': 29, 'ED 33': 557, 'ED 34': 276, 'ED 4': 1709, 'ED 5': 833, 'ED 6': 2743, 'ED 8': 1735, 'ED 9': 2876}",260983
Alaska (EV: 3),59:01.1,Trump,Biden,139264,91497,47767,125772,0,0,0,0,0,441,441,0.698368734,0,0.571633333,{},240234
Alaska (EV: 3),51:01.8,Trump,Biden,139264,91497,47767,125772,49264,47671,"47,671",0.428352667,0.571647333,441,441,0.698368734,0.035447168,0.571647333,{},240234
Alaska (EV: 3),14:19.9,Trump,Biden,118844,64246,54598,175036,18939,18010,"18,010",0.589283731,0.410716269,441,441,0.662921566,0.024566691,0.362233333,{},190970
Alaska (EV: 3),40:57.3,Trump,Biden,108231,56849,51382,193975,39556,38323,"38,323",0.710591551,0.289408449,360,441,0.638354875,0.059535515,0.289408449,{},172031
Alaska (EV: 3),28:22.1,Trump,Biden,80999,45758,35241,233531,0,0,0,0,0,201,441,0.57881936,-0.42118064,,{},132475
Alabama (EV: 9),23:42.3,Trump,Biden,1434159,843473,590686,-56802,0,0,0,0,0,1970,2069,0,0,0.4486,{},2309900
Alabama (EV: 9),26:37.1,Trump,Biden,1434159,843473,590686,-56802,12684,12548,"12,548",0.286420147,0.713579853,1969,2069,0,0,0.4486,{'Tuscaloosa': 12684},2309900
Alabama (EV: 9),40:11.6,Trump,Biden,1430565,834519,596046,-44118,-408,-424,Unknown,-0.058962264,1.058962264,1962,2069,0,0,0.491133333,{},2297216
Alabama (EV: 9),12:19.9,Trump,Biden,1430540,834968,595572,-44526,153,10,10,0.3,0.7,1961,2069,0,0,0.494466667,"{'Choctaw': 41, 'Etowah': 102, 'Monroe': 10}",2297624
Alabama (EV: 9),00:38.2,Trump,Biden,1430537,834961,595576,-44373,2948,2938,"2,938",0.592239619,0.407760381,1961,2069,0,0,0.4945,"{'Jackson': 2635, 'Mobile': 313}",2297471
Alabama (EV: 9),28:27.9,Trump,Biden,1428797,833763,595034,-41425,67,54,54,-18.7037037,19.7037037,1958,2069,0,0,0.5352,{'Marshall': 67},2294523
Alabama (EV: 9),23:38.1,Trump,Biden,1429807,832699,597108,-41358,14975,13958,"13,958",0.868892391,0.131107609,1958,2069,0,0,0.5012,"{'Clay': 9, 'Mobile': 504, 'Montgomery': 375, 'Tallapoosa': 2805, 'Washington': 9, 'Winston': 11273}",2294456
Alabama (EV: 9),16:47.7,Trump,Biden,1417679,830869,586810,-26383,49226,48782,"48,782",0.17678652,0.82321348,1937,2069,0,-14.22639962,0.82321348,{'Jefferson': 49226},2279481
Alabama (EV: 9),28:22.1,Trump,Biden,1409055,790711,618344,22843,0,0,0,0,0,1912,2069,14.22639962,13.22639962,,{},2230255
Arkansas (EV: 6),46:58.1,Trump,Biden,757273,418211,339062,40292,11,11,11,0.727272727,0.272727273,2412,2579,4.830251851,0.001245706,0.3242,{'Boone': 11},1209761
Arkansas (EV: 6),51:38.6,Trump,Biden,757265,418208,339057,40303,61,60,60,0.716666667,0.283333333,2412,2579,4.829006146,0.006873661,0.3242,"{'Calhoun': 39, 'Marion': 22}",1209750
Arkansas (EV: 6),16:31.6,Trump,Biden,757222,418191,339031,40364,54,53,53,0.452830189,0.547169811,2412,2579,4.822132485,0.005710878,0.3241,{'Hot Spring': 54},1209689
Arkansas (EV: 6),53:30.9,Trump,Biden,757198,418162,339036,40418,10,10,10,0.2,0.8,2412,2579,4.816421607,0.000991311,0.323566667,{'Chicot': 10},1209635
Arkansas (EV: 6),32:32.8,Trump,Biden,757196,418154,339042,40428,6,6,6,0.666666667,0.333333333,2412,2579,4.815430296,0.000665819,0.323366667,{'Garland': 6},1209625
Arkansas (EV: 6),42:51.7,Trump,Biden,757192,418152,339040,40434,163,159,159,0.534591195,0.465408805,2412,2579,4.814764476,0.017463532,0.323333333,"{'Craighead': 147, 'Howard': 16}",1209619
Arkansas (EV: 6),36:10.3,Trump,Biden,757107,418078,339029,40597,22,21,21,0.80952381,0.19047619,2412,2579,4.797300945,0.002492187,0.322133333,{'Polk': 22},1209456
Arkansas (EV: 6),15:30.3,Trump,Biden,757090,418074,339016,40619,12,12,12,0.833333333,0.166666667,2412,2579,4.794808758,0.001369751,0.322166667,{'Cleveland': 12},1209434
Arkansas (EV: 6),58:31.8,Trump,Biden,757080,418072,339008,40631,5,5,5,0.4,0.6,2412,2579,4.793439007,0.000515617,0.3222,{'Clay': 5},1209422
Arkansas (EV: 6),07:44.5,Trump,Biden,757078,418069,339009,40636,15,15,15,0.666666667,0.333333333,2412,2579,4.79292339,0.001647358,0.322133333,{'Jackson': 15},1209417
Arkansas (EV: 6),07:44.3,Trump,Biden,757068,418064,339004,40651,7,7,7,0,1,2412,2579,4.791276032,0.000650226,0.322066667,{'Woodruff': 7},1209402
Arkansas (EV: 6),38:43.7,Trump,Biden,757068,418057,339011,40658,22,21,21,0.714285714,0.285714286,2412,2579,4.790625806,0.002434243,0.3219,{'Sharp': 22},1209395
Arkansas (EV: 6),47:02.3,Trump,Biden,757053,418051,339002,40680,1,1,1,1,0,2412,2579,4.788191563,0.000118059,0.321866667,{'Desha': 1},1209373
Arkansas (EV: 6),23:42.3,Trump,Biden,757052,418051,339001,40681,0,0,0,0,0,2412,2579,4.788073504,0,0.321866667,{},1209372
Arkansas (EV: 6),53:23.1,Trump,Biden,757052,418051,339001,40681,12,12,12,0.916666667,0.083333333,2409,2579,4.788073504,0.001390969,0.321866667,{'Franklin': 12},1209372
Arkansas (EV: 6),37:24.9,Trump,Biden,757041,418050,338991,40693,34,32,32,0.59375,0.40625,2409,2579,4.786682536,0.003654448,0.321933333,"{'Ashley': 15, 'Stone': 19}",1209360
Arkansas (EV: 6),16:39.8,Trump,Biden,757022,418037,338985,40727,46,46,46,0.586956522,0.413043478,2409,2579,4.783028088,0.004933067,0.321766667,{'Lafayette': 46},1209326
Arkansas (EV: 6),19:13.9,Trump,Biden,756995,418018,338977,40773,1,1,1,0,1,2409,2579,4.778095021,9.23E-05,0.3215,{'Searcy': 1},1209280
Arkansas (EV: 6),17:21.1,Trump,Biden,756995,418017,338978,40774,-3874,-3752,Unknown,0.486140725,0.513859275,2409,2579,4.778002719,-0.447682011,0.292244838,{'Grant': 3},1209279
Arkansas (EV: 6),41:11.6,Trump,Biden,758819,419945,338874,36900,-4997,-4763,Unknown,0.756665967,0.243334033,2409,2579,5.225684731,-0.779625571,0.332938298,{},1213153
Arkansas (EV: 6),22:03.8,Trump,Biden,762423,421104,341319,31903,1332,1291,"1,291",0.907823393,0.092176607,2409,2579,6.005310302,0.236946773,0.321466667,{'Scott': 1332},1218150
Arkansas (EV: 6),17:32.2,Trump,Biden,761251,420985,340266,33235,8874,8518,"8,518",0.637590984,0.362409016,2401,2579,5.768363528,1.138892715,0.329024637,"{'Clark': 3877, 'Hempstead': 4997}",1216818
Arkansas (EV: 6),08:18.1,Trump,Biden,755820,417898,337922,42109,6,6,6,0.833333333,0.166666667,2401,2579,4.629470813,0.000637187,0.315555135,{'Pike': 6},1207944
Arkansas (EV: 6),30:23.0,Trump,Biden,755815,417897,337918,42115,-4997,-4763,Unknown,0.756665967,0.243334033,2401,2579,4.628833625,-0.58973893,0.336657896,{},1207938
Arkansas (EV: 6),13:48.4,Trump,Biden,759419,419056,340363,37118,-3877,-3755,Unknown,0.486551265,0.513448735,2401,2579,5.218572556,-0.548778112,0.272779667,{},1212935
Arkansas (EV: 6),51:26.3,Trump,Biden,761246,420984,340262,33241,-3000,-3000,Unknown,1,0,2398,2579,5.767350668,-0.57358526,0.367889098,{},1216812
Arkansas (EV: 6),53:18.8,Trump,Biden,764246,420984,343262,30241,6119,5833,"5,833",0.591976684,0.408023316,2398,2579,6.340935928,0.998152674,0.31559746,"{'Clark': 3877, 'Hempstead': 2242}",1219812
Arkansas (EV: 6),29:17.3,Trump,Biden,760793,418604,342189,36360,232,224,224,0.558035714,0.441964286,2398,2579,5.342783254,0.031069764,0.280298566,{'Garland': 232},1213693
Arkansas (EV: 6),37:48.0,Trump,Biden,760668,418505,342163,36592,1,1,1,1,0,2398,2579,5.31171349,0.000145555,0.277892219,{'Miller': 1},1213461
Arkansas (EV: 6),08:12.6,Trump,Biden,760667,418505,342162,36593,146,140,140,0.635714286,0.364285714,2398,2579,5.311567935,0.01965331,0.277910686,{'Miller': 146},1213460
Arkansas (EV: 6),49:45.3,Trump,Biden,760578,418454,342124,36739,1832,1804,"1,804",0.331485588,0.668514412,2398,2579,5.291914625,0.219489331,0.277099544,{'Carroll': 1832},1213314
Arkansas (EV: 6),27:15.9,Trump,Biden,759980,417248,342732,38571,3998,3901,"3,901",0.81825173,0.18174827,2397,2579,5.072425294,0.459448386,0.223214286,{'Newton': 3998},1211482
Arkansas (EV: 6),23:38.1,Trump,Biden,756788,416539,340249,42569,176,174,174,0.505747126,0.494252874,2379,2579,4.612976908,0.016959015,0.240791046,{'Baxter': 176},1207484
Arkansas (EV: 6),14:42.2,Trump,Biden,756700,416453,340247,42745,85,84,84,0.880952381,0.119047619,2379,2579,4.596017893,0.008897844,0.235906523,{'Logan': 85},1207308
Arkansas (EV: 6),56:14.3,Trump,Biden,756626,416443,340183,42830,9123,8901,"8,901",0.763734412,0.236265588,2379,2579,4.58712005,0.764205129,0.237003913,{'White': 9123},1207223
Arkansas (EV: 6),24:40.8,Trump,Biden,749828,414340,335488,51953,24,23,23,0.782608696,0.217391304,2352,2579,3.82291492,0.001663034,0.386363636,{'Franklin': 24},1198100
Arkansas (EV: 6),40:19.2,Trump,Biden,749810,414335,335475,51977,21,21,21,0.428571429,0.571428571,2352,2579,3.821251887,0.001311638,0.571428571,{'Desha': 21},1198076
Arkansas (EV: 6),28:22.1,Trump,Biden,749801,414323,335478,51998,0,0,0,0,0,2352,2579,3.819940249,2.819940249,,{},1198055
Arizona (EV: 11),16:31.6,Biden,Trump,1670260,1659272,10988,7964,3681,3598,"3,598",0.438021123,0.561978877,1485,1489,1.200610126,0.202015371,0.530533333,{'Pima': 3681},3381444
Arizona (EV: 11),20:29.7,Biden,Trump,1668684,1657250,11434,11645,4057,3978,"3,978",0.550276521,0.449723479,1485,1489,0.998594755,0.141760107,0.527033333,{'Maricopa': 4057},3377763
Arizona (EV: 11),49:46.6,Biden,Trump,1666495,1655461,11034,15702,1122,1102,"1,102",0.338475499,0.661524501,1485,1489,0.856834648,0.013052378,0.542266667,{'Cochise': 1122},3373706
Arizona (EV: 11),46:24.5,Biden,Trump,1666122,1654732,11390,16824,5589,5470,"5,470",0.486654479,0.513345521,1485,1489,0.84378227,0.082419174,0.544766667,{'Pima': 5589},3372584
Arizona (EV: 11),31:23.8,Biden,Trump,1663460,1651924,11536,22413,1,1,1,0,1,1484,1489,0.761363097,-1.10E-05,0.5515,{'Mohave': 1},3366995
Arizona (EV: 11),27:43.9,Biden,Trump,1663460,1651923,11537,22414,127,124,124,0.10483871,0.89516129,1484,1489,0.761374091,-0.000735081,0.551466667,{'Pinal': 127},3366994
Arizona (EV: 11),20:22.4,Biden,Trump,1663447,1651812,11635,22541,13143,12845,"12,845",0.453561697,0.546438303,1484,1489,0.762109172,0.079562285,0.549933333,{'Maricopa': 13143},3366867
Arizona (EV: 11),14:54.8,Biden,Trump,1657621,1644793,12828,35684,4966,4843,"4,843",0.501548627,0.498451373,1484,1489,0.682546887,0.022488186,0.560966667,"{'Pima': 4589, 'Yavapai': 377}",3353724
Arizona (EV: 11),51:34.7,Biden,Trump,1655192,1642379,12813,40650,0,0,0,0,0,1482,1489,0.660058701,0,0.5769,{},3348758
Arizona (EV: 11),23:42.3,Biden,Trump,1655192,1642379,12813,40650,0,0,0,0,0,1482,1489,0.660058701,0,0.5769,{},3348758
Arizona (EV: 11),17:41.6,Biden,Trump,1655192,1642379,12813,40650,5291,5195,"5,195",0.425986526,0.574013474,1481,1489,0.660058701,0.009933952,0.5769,{},3348758
Arizona (EV: 11),51:41.5,Biden,Trump,1652979,1639397,13582,45941,342,330,330,0.609090909,0.390909091,1481,1489,0.650124748,0.001899271,0.580866667,{'Coconino': 342},3343467
Arizona (EV: 11),16:21.9,Biden,Trump,1652778,1639268,13510,46283,384,378,378,0.164021164,0.835978836,1481,1489,0.648225477,-0.001544164,0.583133333,{'Mohave': 384},3343125
Arizona (EV: 11),49:41.3,Biden,Trump,1652716,1638952,13764,46667,1228,1188,"1,188",0.308080808,0.691919192,1481,1489,0.649769642,-0.000994628,0.5801,"{'Gila': 2, 'Yavapai': 1226}",3342741
Arizona (EV: 11),24:41.9,Biden,Trump,1652350,1638130,14220,47895,64,63,63,0.555555556,0.444444444,1481,1489,0.65076427,0.000275308,0.576366667,{'Navajo': 64},3341513
Arizona (EV: 11),21:41.8,Biden,Trump,1652315,1638102,14213,47959,914,897,897,0.357859532,0.642140468,1481,1489,0.650488962,0.000164897,0.576666667,{'Pinal': 914},3341449
Arizona (EV: 11),44:40.7,Biden,Trump,1651994,1637526,14468,48873,5480,6967,"6,967",0.480981771,0.519018229,1481,1489,0.650324065,0.012680257,0.575333333,{'Pima': 7142},3340535
Arizona (EV: 11),17:01.5,Biden,Trump,1648643,1633910,14733,54353,15,15,15,0.066666667,0.933333333,1479,1489,0.637643808,-8.34E-05,0.587233333,{'Navajo': 15},3335055
Arizona (EV: 11),18:36.3,Biden,Trump,1648642,1633896,14746,54368,6397,6252,"6,252",0.488803583,0.511196417,1479,1489,0.637727252,0.013329216,0.586966667,{'Maricopa': 6397},3335040
Arizona (EV: 11),51:18.1,Biden,Trump,1645586,1630700,14886,60765,600,588,588,0.386054422,0.613945578,1479,1489,0.624398036,0.000107459,0.571133333,"{'Coconino': 419, 'Yavapai': 181}",3328643
Arizona (EV: 11),02:51.8,Biden,Trump,1645359,1630339,15020,61365,591,576,576,0.142361111,0.857638889,1479,1489,0.624290577,-0.002191169,0.5663,{'Mohave': 591},3328043
Arizona (EV: 11),23:05.1,Biden,Trump,1645277,1629845,15432,61956,3437,3332,"3,332",0.305222089,0.694777911,1479,1489,0.626481747,-0.003431576,0.5569,{'Cochise': 3437},3327452
Arizona (EV: 11),15:22.4,Biden,Trump,1644260,1627530,16730,65393,787,773,773,0.240620957,0.759379043,1476,1489,0.629913322,-0.001531948,0.532866667,{'La Paz': 787},3324015
Arizona (EV: 11),40:02.0,Biden,Trump,1644074,1626943,17131,66180,424,411,411,0.588807786,0.411192214,1475,1489,0.63144527,0.001393338,0.5295,{'Pinal': 424},3323228
Arizona (EV: 11),30:48.1,Biden,Trump,1643832,1626774,17058,66604,145,142,142,0.788732394,0.211267606,1475,1489,0.630051932,0.000906332,0.533166667,{'Apache': 145},3322804
Arizona (EV: 11),16:49.3,Biden,Trump,1643720,1626744,16976,66749,124,121,121,0.462809917,0.537190083,1475,1489,0.6291456,0.000171129,0.535366667,"{'Navajo': 91, 'Santa Cruz': 33}",3322659
Arizona (EV: 11),49:30.7,Biden,Trump,1643664,1626679,16985,66873,327,319,319,0.551724138,0.448275862,1475,1489,0.628974471,0.000876963,0.535933333,{'Apache': 327},3322535
Arizona (EV: 11),35:28.2,Biden,Trump,1643488,1626536,16952,67200,16739,16258,"16,258",0.403124616,0.596875384,1475,1489,0.628097508,0.006488852,0.5384,"{'Apache': 3253, 'Pinal': 13486}",3322208
Arizona (EV: 11),08:18.5,Biden,Trump,1636934,1616832,20102,83939,6862,6752,"6,752",0.555835308,0.444164692,1471,1489,0.621608656,0.013406863,0.533433333,{'Maricopa': 6862},3305469
Arizona (EV: 11),32:33.8,Biden,Trump,1633181,1613833,19348,90801,3038,2995,"2,995",0.632721202,0.367278798,1471,1489,0.608201793,0.007805013,0.5641,{'Apache': 3038},3298607
Arizona (EV: 11),39:24.2,Biden,Trump,1631286,1612733,18553,93839,244,239,239,0.380753138,0.619246862,1467,1489,0.60039678,-4.73E-05,0.585366667,{'Navajo': 244},3295569
Arizona (EV: 11),21:07.1,Biden,Trump,1631195,1612585,18610,94083,2279,2239,"2,239",0.47699866,0.52300134,1467,1489,0.600444053,0.001832766,0.585066667,{'Apache': 2279},3295325
Arizona (EV: 11),03:56.6,Biden,Trump,1630127,1611414,18713,96362,7119,6925,"6,925",0.321299639,0.678700361,1464,1489,0.598611286,-0.005361183,0.589366667,{'Pinal': 7119},3293046
Arizona (EV: 11),31:25.7,Biden,Trump,1627902,1606714,21188,103481,1022,1010,"1,010",0.833663366,0.166336634,1464,1489,0.603972469,0.004291878,0.566666667,{'Apache': 1022},3285927
Arizona (EV: 11),09:53.6,Biden,Trump,1627060,1606546,20514,104503,303,293,293,0.399317406,0.600682594,1463,1489,0.599680591,2.32E-06,0.5806,{'Coconino': 303},3284905
Arizona (EV: 11),03:57.4,Biden,Trump,1626943,1606370,20573,104806,40407,46505,"46,505",0.419589291,0.580410709,1463,1489,0.59967827,0.001583163,0.580410709,{'Maricopa': 47870},3284602
Arizona (EV: 11),01:43.0,Biden,Trump,1607430,1579378,28052,145213,1750,1719,"1,719",0.525887144,0.474112856,1463,1489,0.598095107,0.001475611,0.5658,{'Yuma': 1750},3244195
Arizona (EV: 11),45:35.8,Biden,Trump,1606526,1578563,27963,146963,6995,6816,"6,816",0.360768779,0.639231221,1463,1489,0.596619495,-0.001870269,0.570133333,{'Pinal': 6995},3242445
Arizona (EV: 11),12:08.6,Biden,Trump,1604067,1574206,29861,153958,7463,0,0,0,0,1462,1489,0.598489764,0.004553491,0.5498,{'Maricopa': 7463},3235450
Arizona (EV: 11),02:37.7,Biden,Trump,1604067,1574206,29861,161421,71932,69821,"69,821",0.450194068,0.549805932,1462,1489,0.593936273,0.013821571,0.549805932,{'Maricopa': 71932},3227987
Arizona (EV: 11),28:19.2,Biden,Trump,1572634,1535818,36816,233353,612,595,595,0.484033613,0.515966387,1462,1489,0.580114702,0.000168325,0.6159,{'Coconino': 612},3156055
Arizona (EV: 11),43:16.4,Biden,Trump,1572346,1535511,36835,233965,2976,2866,"2,866",0.217376134,0.782623866,1461,1489,0.579946378,-0.002467739,0.614066667,{'Yavapai': 2976},3155443
Arizona (EV: 11),43:16.5,Biden,Trump,1571723,1533268,38455,236941,2172,2099,"2,099",0.353501667,0.646498333,1460,1489,0.582414117,-0.000557439,0.5873,{'Cochise': 2172},3152467
Arizona (EV: 11),16:34.6,Biden,Trump,1570981,1531911,39070,239113,204,202,202,0.336633663,0.663366337,1458,1489,0.582971556,-6.93E-05,0.579066667,{'Gila': 204},3150295
Arizona (EV: 11),13:45.5,Biden,Trump,1570913,1531777,39136,239317,8881,6992,"6,992",0.479405034,0.520594966,1458,1489,0.583040871,0.002382134,0.578166667,{'Pima': 7649},3150091
Arizona (EV: 11),07:08.3,Biden,Trump,1567561,1528137,39424,248198,4846,4698,"4,698",0.502554278,0.497445722,1453,1489,0.580658737,0.001592843,0.580133333,{'Yuma': 4846},3141210
Arizona (EV: 11),24:11.9,Biden,Trump,1565200,1525800,39400,253044,1031,1003,"1,003",0.316051844,0.683948156,1451,1489,0.579065894,-0.000416647,0.585066667,{'Navajo': 1031},3136364
Arizona (EV: 11),30:39.2,Biden,Trump,1564883,1525114,39769,254075,6666,6551,"6,551",0.409555793,0.590444207,1451,1489,0.579482542,-0.00027578,0.5799,{'Pinal': 6666},3135333
Arizona (EV: 11),53:53.3,Biden,Trump,1562200,1521246,40954,260741,1086,1066,"1,066",0.336772983,0.663227017,1446,1489,0.579758322,-0.000344103,0.566466667,{'Navajo': 1086},3128667
Arizona (EV: 11),25:09.9,Biden,Trump,1561841,1520539,41302,261827,3957,3865,"3,865",0.179560155,0.820439845,1446,1489,0.580102425,-0.003539884,0.5617,{'Mohave': 3957},3127581
Arizona (EV: 11),13:06.4,Biden,Trump,1561147,1517368,43779,265784,1386,1390,"1,390",0.575539568,0.424460432,1446,1489,0.583642309,0.000833048,0.524166667,{'Santa Cruz': 1409},3123624
Arizona (EV: 11),03:11.4,Biden,Trump,1560347,1516778,43569,267170,61789,60053,"60,053",0.471000616,0.528999384,1445,1489,0.582809262,0.010177709,0.528999384,{'Maricopa': 61789},3122238
Arizona (EV: 11),33:02.0,Biden,Trump,1532062,1485010,47052,328959,5713,5521,"5,521",0.534866872,0.465133128,1423,1489,0.572631552,0.001824011,0.5423,{'Coconino': 5713},3060449
Arizona (EV: 11),37:12.1,Biden,Trump,1529109,1482442,46667,334672,1180,1170,"1,170",0.675213675,0.324786325,1417,1489,0.570807541,0.000868684,0.561866667,{'Apache': 1180},3054736
Arizona (EV: 11),07:55.2,Biden,Trump,1528319,1482062,46257,335852,75314,73976,"73,976",0.428517357,0.571482643,1415,1489,0.569938858,-0.000250682,0.571482643,{'Maricopa': 75314},3053556
Arizona (EV: 11),33:56.0,Biden,Trump,1496619,1439786,56833,411166,1957,1965,"1,965",0.242748092,0.757251908,1386,1489,0.57018954,-0.00091019,0.5175,{'Gila': 2023},2978242
Arizona (EV: 11),15:19.8,Biden,Trump,1496142,1438298,57844,413123,2485,2461,"2,461",0.763510768,0.236489232,1383,1489,0.57109973,0.002009812,0.5024,"{'Apache': 2223, 'Pinal': 262}",2976285
Arizona (EV: 11),04:29.2,Biden,Trump,1494263,1437716,56547,415608,28344,27529,"27,529",0.473863925,0.526136075,1380,1489,0.569089919,0.002765089,0.530666667,{'Pima': 28344},2973800
Arizona (EV: 11),55:18.4,Biden,Trump,1481218,1423232,57986,443952,5990,5963,"5,963",0.418916653,0.581083347,1366,1489,0.56632483,-0.000208366,0.664166667,{'Cochise': 6136},2945456
Arizona (EV: 11),46:52.6,Biden,Trump,1478720,1419767,58953,449942,5169,4975,"4,975",0.266130653,0.733869347,1362,1489,0.566533196,-0.001840717,0.6626,{'Yavapai': 5169},2939466
Arizona (EV: 11),35:53.7,Biden,Trump,1477396,1416116,61280,455111,7456,7331,"7,331",0.234074478,0.765925522,1361,1489,0.568373913,-0.003178133,0.638466667,"{'Mohave': 5833, 'Navajo': 1623}",2934297
Arizona (EV: 11),07:42.2,Biden,Trump,1475680,1410501,65179,462567,12227,12039,"12,039",0.386743085,0.613256915,1359,1489,0.571552046,-0.001073923,0.595066667,"{'Coconino': 4225, 'Pinal': 8002}",2926841
Arizona (EV: 11),55:45.8,Biden,Trump,1471024,1403118,67906,474794,1185,1151,"1,151",0.403127715,0.596872285,1352,1489,0.572625969,-5.71E-05,0.585066667,{'Navajo': 1185},2914614
Arizona (EV: 11),53:24.1,Biden,Trump,1470560,1402431,68129,475979,184,180,180,0.194444444,0.805555556,1352,1489,0.572683065,-8.92E-05,0.584733333,{'Graham': 184},2913429
Arizona (EV: 11),49:33.7,Biden,Trump,1470525,1402286,68239,476163,632,622,622,0.229903537,0.770096463,1351,1489,0.572772286,-0.000261385,0.583433333,{'Greenlee': 639},2913245
Arizona (EV: 11),21:26.9,Biden,Trump,1470382,1401807,68575,476795,1936,1897,"1,897",0.548761202,0.451238798,1350,1489,0.573033672,0.000491582,0.579666667,{'Yuma': 1936},2912613
Arizona (EV: 11),45:16.7,Biden,Trump,1469341,1400951,68390,478731,0,0,0,0,0,1349,1489,0.57254209,0,0.588333333,{},2910677
Arizona (EV: 11),43:01.7,Biden,Trump,1469341,1400951,68390,478731,62002,61039,"61,039",0.411671227,0.588328773,1325,1489,0.57254209,-0.001808298,0.588328773,{'Maricopa': 62002},2910677
Arizona (EV: 11),03:34.9,Biden,Trump,1444213,1365040,79173,540733,75537,74288,"74,288",0.40816821,0.59183179,1325,1489,0.574350388,-0.002129195,0.59183179,{'Maricopa': 75537},2848675
Arizona (EV: 11),44:49.8,Biden,Trump,1413891,1321074,92817,616270,5614,5511,"5,511",0.481945201,0.518054799,1296,1489,0.576479583,0.00052792,0.628133333,{'Pima': 5614},2773138
Arizona (EV: 11),28:27.9,Biden,Trump,1411235,1318219,93016,621884,785,800,800,0.18625,0.81375,1294,1489,0.575951663,-0.000313636,0.6522,{'Graham': 818},2767524
Arizona (EV: 11),44:32.5,Biden,Trump,1411086,1317568,93518,622669,66,0,0,0,0,1294,1489,0.576265299,8.08E-06,0.6478,{'Gila': 19},2766739
Arizona (EV: 11),56:14.3,Biden,Trump,1411086,1317568,93518,622735,210,209,209,0.5215311,0.4784689,1294,1489,0.576257216,3.30E-05,0.6478,{'Apache': 210},2766673
Arizona (EV: 11),52:05.6,Biden,Trump,1410977,1317468,93509,622945,0,0,0,0,0,1294,1489,0.576224173,0,0.649,{},2766463
Arizona (EV: 11),47:51.9,Biden,Trump,1410977,1317468,93509,622945,126904,124688,"124,688",0.351004106,0.648995894,1294,1489,0.576224173,-0.012261808,0.648995894,{},2766463
Arizona (EV: 11),28:22.1,Biden,Trump,1367211,1236546,130665,749849,0,0,0,0,0,1243,1489,0.58848598,-0.41151402,,{},2639559
California (EV: 55),44:09.4,Biden,Trump,10443145,5521319,4921826,-495076,0,0,0,0,0,19653,20498,0,0,0.480566667,{},16308413
California (EV: 55),36:29.2,Biden,Trump,10443145,5521319,4921826,-495076,55599,54116,"54,116",0.519421243,0.480578757,19653,20498,0,0,0.480578757,{'Riverside': 55599},16308413
California (EV: 55),22:08.0,Biden,Trump,10415036,5495312,4919724,-439477,17833,17269,"17,269",0.771845504,0.228154496,19653,20498,0,0,0.335233333,{'Alameda': 17833},16252814
California (EV: 55),49:46.6,Biden,Trump,10401707,5491372,4910335,-421644,52699,50972,"50,972",0.519481284,0.480518716,19653,20498,0,0,0.480518716,{'San Bernardino': 52699},16234981
California (EV: 55),45:25.7,Biden,Trump,10375228,5466879,4908349,-368945,8998,8710,"8,710",0.457979334,0.542020666,19489,20498,0,0,0.582066667,"{'Merced': 7177, 'Tehama': 1821}",16182282
California (EV: 55),43:04.6,Biden,Trump,10371239,5462158,4909081,-359947,76864,74646,"74,646",0.401562039,0.598437961,19486,20498,0,0,0.598437961,{'Kern': 76864},16173284
