state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,new_votes_formatted,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count
Texas (EV: 38),21:28.6,Trump,Biden,5873068,5217942,655126,219707,6334,6306,"6,306",0.343640977,0.656359023,8931,9554,2.013868413,0.037991595,0.610133333,{'Tarrant': 6346},11258022
Texas (EV: 38),28:30.3,Trump,Biden,5870901,5213803,657098,226041,1245,1243,"1,243",0.251005632,0.748994368,8926,9554,1.975876819,0.00670169,0.592333333,{'Jim Wells': 1245},11251688
Texas (EV: 38),28:00.2,Trump,Biden,5870589,5212872,657717,227286,15040,14840,"14,840",0.436253369,0.563746631,8925,9554,1.969175129,0.087220626,0.588366667,{'Webb': 15040},11250443
Texas (EV: 38),16:49.3,Trump,Biden,5864115,5204506,659609,242326,1477,1451,"1,451",0.302549966,0.697450034,8911,9554,1.881954502,0.007178889,0.632666667,{'Webb': 1477},11235403
Texas (EV: 38),49:45.3,Trump,Biden,5863676,5203494,660182,243803,2469,2438,"2,438",0.307629204,0.692370796,8910,9554,1.874775613,0.011849087,0.630533333,{'Fort Bend': 2469},11233926
Texas (EV: 38),41:34.1,Trump,Biden,5862926,5201806,661120,246272,9276,9182,"9,182",0.417556088,0.582443912,8910,9554,1.862926526,0.04646426,0.627366667,{'Fort Bend': 9276},11231457
Texas (EV: 38),58:39.9,Trump,Biden,5859092,5196458,662634,255548,217,214,214,0.789719626,0.210280374,8910,9554,1.816462267,0.001363076,0.649066667,{'Falls': 217},11222181
Texas (EV: 38),37:49.6,Trump,Biden,5858923,5196413,662510,255765,199,203,203,0.507389163,0.492610837,8910,9554,1.815099191,0.001028378,0.652233333,{'Victoria': 199},11221964
Texas (EV: 38),13:03.5,Trump,Biden,5858820,5196313,662507,255964,30216,30024,"30,024",0.346689315,0.653310685,8910,9554,1.814070812,0.122412738,0.653310685,{'Webb': 30258},11221765
Texas (EV: 38),16:02.3,Trump,Biden,5848411,5176698,671713,286180,8512,8312,"8,312",0.430461983,0.569538017,8881,9554,1.691658075,0.032428747,0.560895171,{'Harris': 8529},11191549
Texas (EV: 38),48:24.3,Trump,Biden,5844833,5171964,672869,294692,178,178,178,0.842696629,0.157303371,8876,9554,1.659229328,0.000909832,0.157303371,{'Houston': 179},11183037
Texas (EV: 38),35:13.1,Trump,Biden,5844683,5171936,672747,294870,1,0,0,0,0,8876,9554,1.658319496,3.93E-06,,{'Houston': 1},11182859
Texas (EV: 38),28:22.1,Trump,Biden,5844683,5171936,672747,294871,0,0,0,0,0,8876,9554,1.658315567,0.658315567,,{},11182858
Utah (EV: 6),24:11.0,Trump,Biden,840163,547976,292187,-105920,4044,4026,"4,026",0.659215102,0.340784898,2180,2187,0,0,0.4822,{},1448493
Utah (EV: 6),09:26.4,Trump,Biden,837509,546604,290905,-101876,0,0,0,0,0,2180,2187,0,0,0.5039,{},1444449
Utah (EV: 6),13:22.8,Trump,Biden,837509,546604,290905,-101876,0,0,0,0,0,2180,2187,0,0,0.5039,{},1444449
Utah (EV: 6),07:44.3,Trump,Biden,837509,546604,290905,-101876,8762,8176,"8,176",0.492172211,0.507827789,2180,2187,0,0,0.5039,"{'Salt Lake': 7435, 'Washington': 1327}",1444449
Utah (EV: 6),14:54.8,Trump,Biden,833485,542452,291033,-93114,31935,29546,"29,546",0.497563122,0.502436878,2180,2187,0,0,0.501866667,{'Salt Lake': 31935},1435687
Utah (EV: 6),51:34.7,Trump,Biden,818784,527607,291177,-61179,0,0,0,0,0,2174,2187,0,0,0.4638,{},1403752
Utah (EV: 6),23:42.3,Trump,Biden,818784,527607,291177,-61179,0,0,0,0,0,2174,2187,0,0,0.4638,{},1403752
Utah (EV: 6),14:20.7,Trump,Biden,818784,527607,291177,-61179,35738,33568,"33,568",0.536195186,0.463804814,2173,2187,0,0,0.463804814,"{'Salt Lake': 35617, 'Sanpete': 121}",1403752
Utah (EV: 6),05:21.2,Trump,Biden,800785,512038,288747,-25441,28200,26215,"26,215",0.741064276,0.258935724,2117,2187,0,-52.71325147,0.286033333,"{'Cache': 2424, 'Davis': 9139, 'San Juan': 1434, 'Tooele': 2015, 'Utah': 13188}",1368014
Utah (EV: 6),12:43.8,Trump,Biden,781358,505250,276108,2759,26046,28325,"28,325",0.526390115,0.473609885,2100,2187,52.71325147,47.23924137,0.4617,{'Juab': 9},1339814
Utah (EV: 6),02:51.8,Trump,Biden,766448,491835,274613,28805,0,0,0,0,0,2057,2187,5.474010093,0,0.379666667,{},1313768
Utah (EV: 6),54:03.0,Trump,Biden,766448,491835,274613,28805,0,0,0,0,0,2057,2187,5.474010093,0,0.379666667,{},1313768
Utah (EV: 6),23:05.1,Trump,Biden,766448,491835,274613,28805,9510,8770,"8,770",0.739566705,0.260433295,2057,2187,5.474010093,1.291796529,0.379666667,"{'Davis': 9390, 'Sanpete': 120}",1313768
Utah (EV: 6),05:23.5,Trump,Biden,759962,489551,270411,38315,422,406,406,0.798029557,0.201970443,2044,2187,4.182213564,0.04337339,0.430533333,{'Box Elder': 422},1304258
Utah (EV: 6),14:19.9,Trump,Biden,759638,489469,270169,38737,61,59,59,0.93220339,0.06779661,2044,2187,4.138840174,0.006406978,0.433666667,{'Beaver': 61},1303836
Utah (EV: 6),44:06.9,Trump,Biden,759583,489465,270118,38798,3745,0,0,0,0,2044,2187,4.132433196,0.319757946,0.4344,{'Salt Lake': 561},1303775
Utah (EV: 6),32:30.0,Trump,Biden,759583,489465,270118,42543,106185,103439,"103,439",0.565599049,0.434400951,2038,2187,3.812675249,2.412706039,0.434400951,{},1300030
Utah (EV: 6),51:49.7,Trump,Biden,701078,444531,256547,148728,0,0,0,0,0,1891,2187,1.399969211,0,0.234466667,{},1193845
Utah (EV: 6),46:05.7,Trump,Biden,701078,444531,256547,148728,0,0,0,0,0,1891,2187,1.399969211,0,0.234466667,{},1193845
Utah (EV: 6),20:08.5,Trump,Biden,701078,444531,256547,148728,0,0,0,0,0,1891,2187,1.399969211,0,0.234466667,{},1193845
Utah (EV: 6),06:00.5,Trump,Biden,701078,444531,256547,148728,0,0,0,0,0,1891,2187,1.399969211,0,0.234466667,{},1193845
Utah (EV: 6),07:08.3,Trump,Biden,701078,444531,256547,148728,0,0,0,0,0,1891,2187,1.399969211,0,0.234466667,{},1193845
Utah (EV: 6),03:00.5,Trump,Biden,701078,444531,256547,148728,21490,19890,"19,890",0.772800402,0.227199598,1891,2187,1.399969211,0.146883713,0.234466667,"{'Davis': 7450, 'Iron': 4575, 'Utah': 8572, 'Washington': 893}",1193845
Utah (EV: 6),55:18.4,Trump,Biden,685707,440012,245695,170218,13611,12669,"12,669",0.751282658,0.248717342,1878,2187,1.253085497,0.073830353,0.3108,{'Utah': 13611},1172355
Utah (EV: 6),42:18.1,Trump,Biden,676189,436861,239328,183829,76231,70210,"70,210",0.643811423,0.356188577,1869,2187,1.179255144,0.239622779,0.356188577,{'Salt Lake': 731},1158744
Utah (EV: 6),25:57.7,Trump,Biden,630987,411853,219134,260060,0,0,0,0,0,1763,2187,0.939632365,0,0.334466667,{},1082513
Utah (EV: 6),15:13.6,Trump,Biden,630987,411853,219134,260060,0,0,0,0,0,1763,2187,0.939632365,0,0.334466667,{},1082513
Utah (EV: 6),01:29.8,Trump,Biden,630987,411853,219134,260060,0,0,0,0,0,1763,2187,0.939632365,0,0.334466667,{},1082513
Utah (EV: 6),14:43.5,Trump,Biden,630987,411853,219134,260060,0,0,0,0,0,1763,2187,0.939632365,0,0.334466667,{},1082513
Utah (EV: 6),01:02.9,Trump,Biden,630987,411853,219134,260060,15906,15214,"15,214",0.520310241,0.479689759,1763,2187,0.939632365,0.026507712,0.334466667,{'Salt Lake': 15906},1082513
Utah (EV: 6),04:57.1,Trump,Biden,623071,404555,218516,275966,16855,16029,"16,029",0.814960384,0.185039616,1739,2187,0.913124653,0.041770285,0.185039616,"{'Box Elder': 2344, 'Cache': 2912, 'Sanpete': 323, 'Utah': 11507}",1066607
Utah (EV: 6),28:22.1,Trump,Biden,610008,401589,208419,292821,0,0,0,0,0,1683,2187,0.871354369,-0.128645631,,{},1049752
Virginia (EV: 13),37:04.2,Biden,Trump,2413317,1962708,450609,136666,19,20,20,-0.05,1.05,2467,2584,2.173657565,0.000150947,0.254233333,{'Amherst': 19},4442598
Virginia (EV: 13),39:23.1,Biden,Trump,2413318,1962687,450631,136685,-33,-32,Unknown,0.75,0.25,2467,2584,2.173506618,-0.000463567,0.253733333,{},4442579
Virginia (EV: 13),34:03.9,Biden,Trump,2413342,1962695,450647,136652,-774,0,0,0,0,2467,2584,2.173970185,-0.009535414,0.2537,{},4442612
Virginia (EV: 13),34:03.1,Biden,Trump,2413342,1962695,450647,135878,11,10,10,0.5,0.5,2467,2584,2.183505599,0.000136277,0.2537,{'Lunenburg': 11},4443386
Virginia (EV: 13),26:23.5,Biden,Trump,2413337,1962690,450647,135889,3344,3563,"3,563",0.78024137,0.21975863,2467,2584,2.183369322,0.047710509,0.253633333,{'Newport News': 3344},4443375
Virginia (EV: 13),17:25.3,Biden,Trump,2410557,1961907,448650,139233,25153,28196,"28,196",0.741807349,0.258192651,2467,2584,2.135658813,0.292381646,0.258933333,"{'Amherst': 660, 'Fairfax': 17434, 'Lynchburg': 136, 'Prince George': 237, 'Richmond City': 5757, 'Virginia Beach': 873, 'Westmoreland': 56}",4440031
Virginia (EV: 13),12:24.0,Biden,Trump,2389641,1954627,435014,164386,-9388,-9374,Unknown,0.443673992,0.556326008,2455,2584,1.843277167,-0.077901996,0.222266667,{},4414878
Virginia (EV: 13),35:43.3,Biden,Trump,2393800,1959842,433958,154998,-26789,-26879,Unknown,0.627218274,0.372781726,2455,2584,1.921179163,-0.324029435,0.313366667,{},4424266
Virginia (EV: 13),35:21.1,Biden,Trump,2410659,1969862,440797,128209,1346,1313,"1,313",0.698400609,0.301599391,2455,2584,2.245208598,0.020173006,0.310633333,{'Prince William': 1346},4451055
Virginia (EV: 13),31:53.8,Biden,Trump,2409742,1969466,440276,129555,761,747,747,0.812583668,0.187416332,2455,2584,2.225035592,0.011892664,0.308866667,{'Norfolk': 761},4449709
Virginia (EV: 13),51:34.7,Biden,Trump,2409135,1969326,439809,130316,0,0,0,0,0,2455,2584,2.213142929,0,0.310233333,{},4448948
Virginia (EV: 13),34:53.7,Biden,Trump,2409135,1969326,439809,130316,652,623,623,0.577849117,0.422150883,2455,2584,2.213142929,0.008904519,0.310233333,{'Roanoke': 652},4448948
Virginia (EV: 13),37:15.2,Biden,Trump,2408775,1969063,439712,130968,5868,5702,"5,702",0.778148018,0.221851982,2455,2584,2.20423841,0.084850471,0.3065,{'Norfolk': 5868},4448296
Virginia (EV: 13),44:44.4,Biden,Trump,2404338,1967798,436540,136836,379,327,327,0.388379205,0.611620795,2452,2584,2.119387939,0.00420284,0.3109,"{'Caroline': 191, 'Fauquier': 188}",4442428
Virginia (EV: 13),23:42.3,Biden,Trump,2404211,1967598,436613,137215,0,0,0,0,0,2451,2584,2.115185099,0,0.307966667,{},4442049
Virginia (EV: 13),37:42.0,Biden,Trump,2404211,1967598,436613,137215,99,99,99,0.474747475,0.525252525,2437,2584,2.115185099,0.001146025,0.307966667,{'Rockingham': 99},4442049
Virginia (EV: 13),33:21.8,Biden,Trump,2404164,1967546,436618,137314,531,513,513,0.787524366,0.212475634,2437,2584,2.114039074,0.007303846,0.307366667,{'Hampton': 531},4441950
Virginia (EV: 13),37:47.7,Biden,Trump,2403760,1967437,436323,137845,475,459,459,0.736383442,0.263616558,2437,2584,2.106735227,0.006313981,0.3142,"{'Hampton': 471, 'Roanoke City': 4}",4441419
Virginia (EV: 13),37:24.9,Biden,Trump,2403422,1967316,436106,138320,188,185,185,0.432432432,0.567567568,2437,2584,2.100421246,0.002080667,0.32,"{'Page': 54, 'Roanoke': 134}",4440944
Virginia (EV: 13),33:27.2,Biden,Trump,2403342,1967211,436131,138508,11,11,11,0.727272727,0.272727273,2437,2584,2.098340579,0.000145249,0.320466667,"{'Lancaster': 10, 'Winchester': 1}",4440756
Virginia (EV: 13),32:01.7,Biden,Trump,2403334,1967208,436126,138519,810,799,799,0.785982478,0.214017522,2437,2584,2.09819533,0.010956186,0.3206,{'Roanoke': 810},4440745
Virginia (EV: 13),35:19.5,Biden,Trump,2402706,1967037,435669,139329,461,446,446,0.789237668,0.210762332,2437,2584,2.087239144,0.006171255,0.332033333,{'Roanoke City': 461},4439935
Virginia (EV: 13),07:20.6,Biden,Trump,2402354,1966943,435411,139790,102,-1,Unknown,0,1,2437,2584,2.081067889,0.001156439,0.338433333,{'Mecklenburg': 22},4439474
Virginia (EV: 13),31:52.7,Biden,Trump,2402354,1966944,435410,139892,469,468,468,0.41025641,0.58974359,2437,2584,2.07991145,0.00497531,0.338433333,"{'Frederick': 200, 'Suffolk': 269}",4439372
Virginia (EV: 13),37:15.6,Biden,Trump,2402162,1966668,435494,140361,7,5,5,0.4,0.6,2437,2584,2.07493614,7.49E-05,0.339266667,{'Amelia': 7},4438903
Virginia (EV: 13),02:51.8,Biden,Trump,2402160,1966665,435495,140368,209,148,148,0.641891892,0.358108108,2437,2584,2.074861216,0.00249305,0.339266667,{'Staunton': 209},4438896
Virginia (EV: 13),36:23.2,Biden,Trump,2402065,1966612,435453,140577,2426,2340,"2,340",0.677350427,0.322649573,2437,2584,2.072368166,0.029620907,0.340666667,"{'Alexandria': 429, 'Chesapeake': 1643, 'Shenandoah': 123, 'Winchester': 231}",4438687
Virginia (EV: 13),32:18.1,Biden,Trump,2400480,1965857,434623,143003,1043,1026,"1,026",0.635477583,0.364522417,2437,2584,2.042747259,0.012150285,0.365666667,"{'Loudoun': 807, 'Stafford': 236}",4436261
Virginia (EV: 13),05:23.5,Biden,Trump,2399828,1965483,434345,144046,-7,-17,Unknown,0,1,2437,2584,2.030596973,-1.45E-05,0.374966667,{},4435218
Virginia (EV: 13),35:44.3,Biden,Trump,2399828,1965500,434328,144039,636,618,618,0.616504854,0.383495146,2437,2584,2.030611448,0.007233898,0.375166667,"{'Fairfax City': 94, 'Tazewell': 106, 'York': 439}",4435225
Virginia (EV: 13),35:01.6,Biden,Trump,2399447,1965263,434184,144675,350,338,338,0.656804734,0.343195266,2437,2584,2.023377549,0.004047498,0.3805,"{'Amherst': 74, 'Botetourt': 147, 'Danville': 129}",4434589
Virginia (EV: 13),37:52.5,Biden,Trump,2399225,1965147,434078,145025,62,87,87,0.563218391,0.436781609,2437,2584,2.019330051,0.00068774,0.380333333,"{'Amelia': 37, 'Galax': 4, 'Manassas': 3, 'New Kent': 44, 'Smyth': 6}",4434239
Virginia (EV: 13),21:49.8,Biden,Trump,2399176,1965109,434067,145087,21,20,20,0.7,0.3,2437,2584,2.018642311,0.000247763,0.3796,{'Madison': 21},4434177
Virginia (EV: 13),14:19.9,Biden,Trump,2399162,1965103,434059,145108,37,37,37,0.567567568,0.432432432,2437,2584,2.018394549,0.000404552,0.379533333,"{'Brunswick': 33, 'Dickenson': 4}",4434156
Virginia (EV: 13),48:38.0,Biden,Trump,2399141,1965087,434054,145145,7,17,17,0.352941176,0.647058824,2437,2584,2.017989997,5.57E-05,0.379233333,{'Patrick': 7},4434119
Virginia (EV: 13),40:02.0,Biden,Trump,2399135,1965076,434059,145152,564,558,558,0.73655914,0.26344086,2437,2584,2.017934277,0.006794882,0.379,"{'Albemarle': 432, 'Lexington': 22, 'Pittsylvania': 110}",4434112
Virginia (EV: 13),43:52.9,Biden,Trump,2398724,1964929,433795,145716,396,376,376,0.468085106,0.531914894,2437,2584,2.011139395,0.004012187,0.381433333,"{'Augusta': 264, 'Fluvanna': 132}",4433548
Virginia (EV: 13),24:48.7,Biden,Trump,2398548,1964729,433819,146112,32,0,0,0,0,2437,2584,2.007127208,0.000330004,0.379766667,{'New Kent': 32},4433152
Virginia (EV: 13),41:11.6,Biden,Trump,2398548,1964729,433819,146144,2988,2970,"2,970",0.681481481,0.318518519,2436,2584,2.006797204,0.033859332,0.379766667,"{'Fluvanna': 85, 'Halifax': 32, 'Isle of Wight': 104, 'New Kent': 2150, 'Roanoke City': 659}",4433120
Virginia (EV: 13),35:11.9,Biden,Trump,2396524,1963783,432741,149132,773,763,763,0.602883355,0.397116645,2435,2584,1.972937872,0.008126982,0.3879,"{'Campbell': 74, 'Floyd': 71, 'Goochland': 134, 'James City': 281, 'Montgomery': 216, 'Northumberland': 21}",4430132
Virginia (EV: 13),36:14.1,Biden,Trump,2396064,1963480,432584,149905,4951,5010,"5,010",0.661277445,0.338722555,2435,2584,1.96481089,0.052129533,0.3838,"{'Chesapeake': 3, 'Franklin City': 26, 'Rockingham': 5055, 'Sussex': 7}",4429359
Virginia (EV: 13),31:26.2,Biden,Trump,2392751,1961783,430968,154856,26,32,32,0.75,0.25,2432,2584,1.912681357,0.000289584,0.368033333,{'Sussex': 33},4424408
Virginia (EV: 13),38:26.2,Biden,Trump,2392727,1961775,430952,154882,1618,1608,"1,608",0.733208955,0.266791045,2432,2584,1.912391773,0.017034855,0.368133333,{'Frederick': 1618},4424382
Virginia (EV: 13),31:37.0,Biden,Trump,2391548,1961346,430202,156500,443,421,421,0.451306413,0.548693587,2432,2584,1.895356918,0.003806039,0.371166667,{'Bedford': 443},4422764
Virginia (EV: 13),38:15.5,Biden,Trump,2391358,1961115,430243,156943,993,949,949,0.77028451,0.22971549,2432,2584,1.891550878,0.01039796,0.368,"{'Alexandria': 952, 'Smyth': 41}",4422321
Virginia (EV: 13),31:12.4,Biden,Trump,2390627,1960897,429730,157936,2,2,2,0,1,2432,2584,1.881152919,1.11E-05,0.370933333,{'Salem': 2},4421328
Virginia (EV: 13),32:33.8,Biden,Trump,2390627,1960895,429732,157938,204,196,196,0.576530612,0.423469388,2432,2584,1.881141857,0.00187794,0.3709,"{'Greene': 126, 'Warren': 78}",4421326
Virginia (EV: 13),32:30.0,Biden,Trump,2390514,1960812,429702,158142,1098,1112,"1,112",0.681654676,0.318345324,2432,2584,1.879263917,0.010798197,0.370233333,"{'Henrico': 1059, 'Waynesboro': 78}",4421122
Virginia (EV: 13),40:49.8,Biden,Trump,2389756,1960458,429298,159240,7757,7581,"7,581",0.757419865,0.242580135,2432,2584,1.86846572,0.075428762,0.370366667,{'Henrico': 7757},4420024
Virginia (EV: 13),31:31.4,Biden,Trump,2384014,1958619,425395,166997,108,107,107,0.897196262,0.102803738,2428,2584,1.793036958,0.00109389,0.380766667,{'Petersburg': 108},4412267
Virginia (EV: 13),32:34.1,Biden,Trump,2383918,1958608,425310,167105,126,118,118,0.737288136,0.262711864,2428,2584,1.791943068,0.001143393,0.381333333,{'Harrisonburg': 126},4412159
Virginia (EV: 13),31:25.7,Biden,Trump,2383831,1958577,425254,167231,724,708,708,0.655367232,0.344632768,2428,2584,1.790799675,0.006229123,0.381333333,"{'Arlington': 296, 'Franklin': 94, 'Manassas': 334}",4412033
Virginia (EV: 13),34:23.9,Biden,Trump,2383367,1958333,425034,167955,77,76,76,0.460526316,0.539473684,2428,2584,1.784570551,0.000570524,0.379333333,{'Franklin': 77},4411309
Virginia (EV: 13),36:31.6,Biden,Trump,2383332,1958292,425040,168032,6985,6915,"6,915",0.357194505,0.642805495,2428,2584,1.784000027,0.04551682,0.378633333,"{'Prince William': 6906, 'Wise': 79}",4411232
Virginia (EV: 13),35:54.4,Biden,Trump,2380862,1953847,427015,175017,139,138,138,0.485507246,0.514492754,2426,2584,1.738483208,0.000971241,0.326833333,{'Henry': 139},4404247
Virginia (EV: 13),35:28.4,Biden,Trump,2380795,1953776,427019,175156,387,377,377,0.806366048,0.193633952,2426,2584,1.737511966,0.003396172,0.326966667,{'Portsmouth': 387},4404108
Virginia (EV: 13),40:56.2,Biden,Trump,2380491,1953703,426788,175543,4135,4097,"4,097",0.599463022,0.400536978,2426,2584,1.734115794,0.030703637,0.3314,"{'Charlottesville': 2, 'Hopewell': 4133}",4403721
Virginia (EV: 13),50:26.4,Biden,Trump,2378035,1952062,425973,179678,85,0,0,0,0,2423,2584,1.703412157,0.000569027,0.325733333,{'Washington': 85},4399586
Virginia (EV: 13),43:16.4,Biden,Trump,2378035,1952062,425973,179763,3900,3812,"3,812",0.826075551,0.173924449,2423,2584,1.70284313,0.032412615,0.325733333,"{'Arlington': 3348, 'Charles City': 25, 'Charlottesville': 496, 'Craig': 5, 'Shenandoah': 26}",4399501
Virginia (EV: 13),33:12.7,Biden,Trump,2374886,1951399,423487,183663,1401,1437,"1,437",0.613082811,0.386917189,2421,2584,1.670430515,0.009752006,0.315433333,"{'Accomack': 1088, 'Appomattox': 32, 'Campbell': 264, 'Charlottesville': 55, 'Craig': 12}",4395601
Virginia (EV: 13),32:23.5,Biden,Trump,2374005,1950843,423162,185064,3034,4282,"4,282",0.676786548,0.323213452,2421,2584,1.660678508,0.022807339,0.301366667,"{'Amherst': 587, 'Charlotte': 7, 'Culpeper': 109, 'Dinwiddie': 47, 'Fairfax City': 94, 'Harrisonburg': 117, 'Henry': 119, 'Loudoun': 2805, 'Louisa': 118, 'Montgomery': 111, 'New Kent': 58, 'Poquoson': 20, 'Powhatan': 51, 'Prince Edward': 10, 'Radford': 43, 'Salem': 5, 'Southampton': 67}",4394200
Virginia (EV: 13),39:06.9,Biden,Trump,2371107,1949459,421648,188098,741,712,712,0.68258427,0.31741573,2421,2584,1.637871169,0.005163871,0.322233333,{},4391166
Virginia (EV: 13),30:56.7,Biden,Trump,2370621,1949233,421388,188839,893,876,876,0.565068493,0.434931507,2421,2584,1.632707298,0.005636238,0.324633333,"{'Albemarle': 83, 'Buena Vista': 3, 'Charlotte': 15, 'Danville': 50, 'Greensville': 14, 'Hampton': 10, 'Hanover': 520, 'Lunenburg': 70, 'Martinsville': 3, 'Nelson': 15, 'Northampton': 1, 'Northumberland': 7, 'Nottoway': 20, 'Pittsylvania': 55, 'Salem': 7, 'Spotsylvania': 8, 'Stafford': 715, 'Washington': 49}",4390425
Virginia (EV: 13),34:48.8,Biden,Trump,2370126,1948852,421274,189732,10257,10135,"10,135",0.739023187,0.260976813,2421,2584,1.62707106,0.070102464,0.324133333,"{'Alleghany': 39, 'Bland': 24, 'Buchanan': 11, 'Buckingham': 22, 'Clarke': 12, 'Colonial Heights': 16, 'Cumberland': 10, 'Essex': 14, 'Falls Church': 90, 'Fredericksburg': 84, 'Gloucester': 162, 'Goochland': 14, 'Grayson': 32, 'Halifax': 1, 'King William': 261, 'King and Queen': 8, 'Martinsville': 8, 'Mecklenburg': 86, 'Norfolk': 8804, 'Northampton': 32, 'Orange': 130, 'Portsmouth': 258, 'Prince Edward': 33, 'Scott': 82, 'Spotsylvania': 70, 'Surry': 3, 'Washington': 53, 'Williamsburg': 48}",4389532
Virginia (EV: 13),37:31.8,Biden,Trump,2362636,1946207,416429,199989,218,306,306,0.45751634,0.54248366,2417,2584,1.556968596,0.001084984,0.377166667,"{'Bristol': 49, 'Buchanan': 28, 'Culpeper': 93, 'Cumberland': 15, 'Highland': 2, 'King George': 11, 'Norton': 4, 'Pulaski': 29, 'Rappahannock': 41, 'Russell': 44}",4379275
Virginia (EV: 13),51:26.3,Biden,Trump,2362496,1946041,416455,200207,167,160,160,0.5,0.5,2417,2584,1.555883612,0.000880017,0.3759,"{'Carroll': 46, 'Covington': 3, 'Giles': 12, 'Halifax': 19, 'Hopewell': 16, 'King George': 28, 'Middlesex': 25, 'Surry': 2, 'Wythe': 16}",4379057
Virginia (EV: 13),47:36.9,Biden,Trump,2362416,1945961,416455,200374,5,5,5,0.2,0.8,2417,2584,1.555003595,1.87E-05,0.375466667,"{'Emporia': 1, 'Galax': 4}",4378890
Virginia (EV: 13),32:20.7,Biden,Trump,2362415,1945957,416458,200379,-7732,-7270,Unknown,0.180192572,0.819807428,2417,2584,1.554984869,-0.030090126,0.278033333,{},4378885
Virginia (EV: 13),49:49.5,Biden,Trump,2363725,1951917,411808,192647,4,4,4,0.5,0.5,2417,2584,1.585074995,2.25E-05,0.3754,{'Chesapeake': 4},4386617
Virginia (EV: 13),17:54.9,Biden,Trump,2363723,1951915,411808,192651,579,559,559,0.574239714,0.425760286,2417,2584,1.585052466,0.00346932,0.3754,{'Chesapeake': 579},4386613
Virginia (EV: 13),16:48.1,Biden,Trump,2363402,1951677,411725,193230,3,3,3,1,0,2417,2584,1.581583146,2.47E-05,0.375266667,{'Lancaster': 3},4386034
Virginia (EV: 13),10:40.0,Biden,Trump,2363399,1951677,411722,193233,9,8,8,1,0,2417,2584,1.581558473,7.14E-05,0.3753,{'Brunswick': 9},4386031
Virginia (EV: 13),01:39.5,Biden,Trump,2363391,1951677,411714,193242,0,0,0,0,0,2417,2584,1.581487086,-0.001828247,0.3754,{},4386022
Virginia (EV: 13),24:53.6,Biden,Trump,2363739,1951329,412410,193242,7,7,7,0.285714286,0.714285714,2417,2584,1.583315334,3.14E-05,0.3754,{'Mathews': 7},4386022
Virginia (EV: 13),16:43.5,Biden,Trump,2363737,1951324,412413,193249,36,33,33,0.666666667,0.333333333,2417,2584,1.583283973,0.000230654,0.375333333,"{'Appomattox': 21, 'Martinsville': 15}",4386015
Virginia (EV: 13),57:39.7,Biden,Trump,2363715,1951313,412402,193285,96,73,73,0.547945205,0.452054795,2417,2584,1.58305332,0.000556034,0.375433333,{'Westmoreland': 96},4385979
Virginia (EV: 13),22:40.3,Biden,Trump,2363675,1951280,412395,193381,4736,4854,"4,854",0.453646477,0.546353523,2417,2584,1.582497286,0.024724199,0.375333333,{'James City': 4915},4385883
Virginia (EV: 13),25:57.7,Biden,Trump,2361473,1948628,412845,198117,125,456,456,0.644736842,0.355263158,2415,2584,1.557773086,0.001004962,0.354566667,"{'Albemarle': 411, 'Carroll': 71}",4381147
Virginia (EV: 13),21:28.2,Biden,Trump,2361179,1948466,412713,198242,746,789,789,0.461343473,0.538656527,2415,2584,1.556768124,0.003806184,0.355533333,"{'New Kent': 718, 'Pulaski': 77}",4381022
Virginia (EV: 13),21:19.0,Biden,Trump,2360815,1948041,412774,198988,7804,7726,"7,726",0.906937613,0.093062387,2414,2584,1.55296194,0.055172081,0.352366667,"{'Augusta': 67, 'Botetourt': 26, 'Charlottesville': 7057, 'Henrico': 411, 'Hopewell': 100, 'King William': 70, 'Lee': 3, 'Pittsylvania': 40, 'Surry': 2, 'Tazewell': 54, 'Wythe': 9}",4380276
Virginia (EV: 13),26:02.7,Biden,Trump,2353808,1947322,406486,206792,-16066,-17216,Unknown,0.34543448,0.65456552,2412,2584,1.497789859,-0.069885646,0.300266667,{},4372472
Virginia (EV: 13),19:33.4,Biden,Trump,2359755,1958591,401164,190726,3319,3293,"3,293",0.417552384,0.582447616,2412,2584,1.567675505,0.016841375,0.436033333,"{'New Kent': 3290, 'Wythe': 29}",4388538
Virginia (EV: 13),01:03.8,Biden,Trump,2358380,1956673,401707,194045,64590,63780,"63,780",0.582016306,0.417983694,2410,2584,1.55083413,0.282962307,0.417983694,"{'Dinwiddie': 1, 'Henrico': 15758, 'Highland': 2, 'Montgomery': 200, 'Poquoson': 25, 'Spotsylvania': 48604}",4385219
Virginia (EV: 13),04:05.7,Biden,Trump,2321259,1930014,391245,258635,4153,4133,"4,133",0.474231793,0.525768207,2386,2584,1.267871823,0.011723714,0.347846947,"{'Colonial Heights': 21, 'Manassas': 348, 'Northumberland': 3784}",4320629
Virginia (EV: 13),06:10.4,Biden,Trump,2319299,1927841,391458,262788,115,113,113,0.327433628,0.672566372,2384,2584,1.256148108,0.000255457,0.172930542,"{'Scott': 24, 'Spotsylvania': 91}",4316476
